source_image_id,image_route,legacy_subject_mode,routing_confidence,num_person,num_person_c2,person_union_area_ratio,pose_available,positive_vote_route_family_share,positive_vote_route_family_weight,reasons,in_selected_panel,issue_type,caption,user_marked
pond5_image_62513194,person_group,portrait_group,0.99,1.0,1.0,0.077925,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_87734374,person_group,portrait_group,0.99,1.0,1.0,0.232087,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_89334168,person_group,portrait_group,0.99,1.0,1.0,0.146696,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_91197054,person_group,portrait_group,0.99,1.0,1.0,0.101879,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_93799763,person_group,portrait_group,0.99,1.0,1.0,0.144945,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1055359298,person_group,portrait_group,0.99,1.0,1.0,0.066759,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1055359313,person_group,portrait_group,0.99,1.0,1.0,0.025532,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1064289491,person_group,portrait_group,0.99,1.0,1.0,0.054237,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1155045010,person_group,portrait_group,0.99,1.0,1.0,0.086064,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1182622657,person_group,portrait_group,0.99,1.0,1.0,0.130561,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1214980858,person_group,portrait_group,0.99,1.0,1.0,0.129325,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_12992410,person_group,portrait_group,0.99,1.0,1.0,0.349966,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1469762474,person_group,portrait_group,0.99,1.0,1.0,0.15157,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_153624914,person_group,portrait_group,0.96,1.0,1.0,0.390963,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_158900711,person_group,portrait_group,0.99,1.0,1.0,0.069654,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1674086284,person_group,portrait_group,0.99,1.0,1.0,0.177515,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1707007756,person_group,portrait_group,0.99,1.0,1.0,0.053907,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1804406110,person_group,portrait_group,0.99,1.0,1.0,0.105211,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1828217024,person_group,portrait_group,0.99,1.0,1.0,0.221649,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_183318698,person_group,portrait_group,0.99,1.0,1.0,0.062696,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1855355065,person_group,portrait_group,0.99,1.0,1.0,0.13943,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1926075149,person_group,portrait_group,0.99,1.0,1.0,0.091682,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1978881611,person_group,portrait_group,0.99,1.0,1.0,0.227159,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1999997045,person_group,portrait_group,0.99,1.0,1.0,0.207766,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_2029093490,person_group,portrait_group,0.99,1.0,0.0,0.566013,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_2038199129,person_group,portrait_group,0.99,1.0,1.0,0.22728,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_2219552153,person_group,portrait_group,0.99,1.0,1.0,0.53806,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_2288647071,person_group,portrait_group,0.99,1.0,1.0,0.025027,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_2313375719,person_group,portrait_group,0.99,1.0,1.0,0.04633,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_516480421,person_group,portrait_group,0.99,1.0,1.0,0.421259,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_561424501,person_group,portrait_group,0.99,1.0,1.0,0.082372,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_595694645,person_group,portrait_group,0.99,1.0,1.0,0.057241,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_601812863,person_group,portrait_group,0.99,1.0,1.0,0.066297,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_672913279,person_group,portrait_group,0.99,1.0,1.0,0.028302,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_712835611,person_group,portrait_group,0.99,1.0,1.0,0.213421,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_758094478,person_group,portrait_group,0.99,1.0,1.0,0.057769,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_789389968,person_group,portrait_group,0.99,1.0,1.0,0.12027,True,0.0,0.0,legacy_portrait_group,True,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_107623340,person_group,portrait_group,0.99,1.0,1.0,0.284498,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_109852838,person_group,portrait_group,0.88,1.0,1.0,0.541078,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_110403980,person_group,portrait_group,0.99,1.0,1.0,0.315118,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_110753525,person_group,portrait_group,0.99,1.0,1.0,0.579562,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_116974829,person_group,portrait_group,0.96,1.0,1.0,0.33188,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_129714542,person_group,portrait_group,0.99,1.0,1.0,0.172125,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_134051429,person_group,portrait_group,0.99,1.0,1.0,0.201979,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_143979392,person_group,portrait_group,0.99,1.0,1.0,0.402101,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_144626189,person_group,portrait_group,0.99,1.0,1.0,0.291523,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_157264214,person_group,portrait_group,0.99,1.0,1.0,0.502405,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_170137643,person_group,portrait_group,0.99,1.0,1.0,0.425184,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_171375980,person_group,portrait_group,0.99,1.0,1.0,0.188056,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_172891856,person_group,portrait_group,0.99,1.0,1.0,0.308964,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_172979972,person_group,portrait_group,0.99,1.0,1.0,0.14875,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_175794856,person_group,portrait_group,0.99,1.0,1.0,0.226148,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_180607570,person_group,portrait_group,0.99,1.0,1.0,0.203119,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,True
bigstock_image_182091667,person_group,portrait_group,0.99,1.0,1.0,0.156931,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_183475696,person_group,portrait_group,0.99,1.0,1.0,0.348426,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_183798523,person_group,portrait_group,0.99,1.0,1.0,0.202436,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_184761277,person_group,portrait_group,0.99,1.0,1.0,0.514187,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_185678506,person_group,portrait_group,0.99,1.0,1.0,0.260376,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_186088981,person_group,portrait_group,0.99,1.0,1.0,0.428135,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_188580823,person_group,portrait_group,0.99,1.0,1.0,0.469133,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_188836900,person_group,portrait_group,0.99,1.0,1.0,0.213496,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_190893649,person_group,portrait_group,0.99,1.0,1.0,0.144279,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_191473498,person_group,portrait_group,0.99,1.0,1.0,0.519766,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_191593129,person_group,portrait_group,0.99,1.0,1.0,0.479856,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_193660702,person_group,portrait_group,0.99,1.0,1.0,0.202204,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_199922443,person_group,portrait_group,0.99,1.0,0.0,0.000639,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_217087888,person_group,portrait_group,0.99,1.0,1.0,0.565763,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_222209380,person_group,portrait_group,0.99,1.0,1.0,0.322798,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_227709286,person_group,portrait_group,0.99,1.0,1.0,0.350609,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_228366826,person_group,portrait_group,0.99,1.0,1.0,0.265874,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_234747253,person_group,portrait_group,0.99,1.0,1.0,0.294477,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_235233532,person_group,portrait_group,0.99,1.0,1.0,0.391237,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_251873815,person_group,portrait_group,0.96,1.0,1.0,0.335726,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_258055594,person_group,portrait_group,0.99,1.0,1.0,0.241758,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_260489326,person_group,portrait_group,0.99,1.0,1.0,0.316093,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_260600281,person_group,portrait_group,0.99,1.0,1.0,0.206644,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_261034585,person_group,portrait_group,0.99,1.0,1.0,0.549613,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_263864197,person_group,portrait_group,0.99,1.0,1.0,0.405418,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_284290048,person_group,portrait_group,0.88,1.0,1.0,0.315278,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_293218786,person_group,portrait_group,0.99,1.0,1.0,0.07132,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_297685777,person_group,portrait_group,0.99,1.0,1.0,0.251744,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_300769315,person_group,portrait_group,0.99,1.0,1.0,0.282682,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_300798046,person_group,portrait_group,0.84,1.0,1.0,0.241384,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_302143864,person_group,portrait_group,0.99,1.0,1.0,0.423724,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_303476263,person_group,portrait_group,0.99,1.0,1.0,0.163084,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_322138165,person_group,portrait_group,0.99,1.0,1.0,0.322037,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_325133806,person_group,portrait_group,0.99,1.0,1.0,0.012942,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_325335940,person_group,portrait_group,0.99,1.0,1.0,0.151211,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_33598196,person_group,portrait_group,0.99,1.0,1.0,0.322943,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_337489699,person_group,portrait_group,0.99,1.0,1.0,0.277961,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_349946179,person_group,portrait_group,0.99,1.0,1.0,0.626586,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_352103171,person_group,portrait_group,0.99,1.0,1.0,0.420591,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_355932596,person_group,portrait_group,0.99,1.0,1.0,0.389187,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_363965770,person_group,portrait_group,0.99,1.0,1.0,0.115652,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_386217358,person_group,portrait_group,0.99,1.0,1.0,0.148718,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_38696311,person_group,portrait_group,0.99,1.0,1.0,0.538867,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_393447032,person_group,portrait_group,0.99,1.0,1.0,0.490346,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_412085095,person_group,portrait_group,0.99,1.0,1.0,0.513535,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_426368147,person_group,portrait_group,0.99,1.0,1.0,0.554348,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_428715728,person_group,portrait_group,0.99,1.0,1.0,0.11019,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_43944172,person_group,portrait_group,0.99,1.0,1.0,0.147245,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_445195241,person_group,portrait_group,0.99,1.0,1.0,0.44934,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_454815101,person_group,portrait_group,0.99,1.0,1.0,0.320946,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_464143467,person_group,portrait_group,0.99,1.0,1.0,0.09054,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_47106676,person_group,portrait_group,0.96,1.0,1.0,0.242167,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_5375556,person_group,portrait_group,0.99,1.0,1.0,0.485517,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_5970808,person_group,portrait_group,0.99,1.0,1.0,0.480324,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_60067388,person_group,portrait_group,0.99,1.0,1.0,0.03709,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_66618760,person_group,portrait_group,0.84,1.0,1.0,0.315686,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_71897332,person_group,portrait_group,0.99,1.0,1.0,0.318652,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_72528367,person_group,portrait_group,0.99,1.0,1.0,0.520655,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_81959126,person_group,portrait_group,0.99,1.0,1.0,0.256414,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_88957493,person_group,portrait_group,0.99,1.0,1.0,0.27916,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_89190815,person_group,portrait_group,0.99,1.0,1.0,0.270396,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_9519740,person_group,portrait_group,0.99,1.0,1.0,0.353758,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
bigstock_image_99200654,person_group,portrait_group,0.99,1.0,1.0,0.152436,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_100643508,person_group,portrait_group,0.99,1.0,1.0,0.524582,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_101061960,person_group,portrait_group,0.99,1.0,1.0,0.27172,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_102233851,person_group,portrait_group,0.99,1.0,1.0,0.41591,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_102798991,person_group,portrait_group,0.99,1.0,1.0,0.38265,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_103465897,person_group,portrait_group,0.99,1.0,1.0,0.499574,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_103473406,person_group,portrait_group,0.99,1.0,1.0,0.27704,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_103594562,person_group,portrait_group,0.99,1.0,1.0,0.166435,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_104449541,person_group,portrait_group,0.96,1.0,1.0,0.397625,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_104660092,person_group,portrait_group,0.99,1.0,1.0,0.488204,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_105162983,person_group,portrait_group,0.99,1.0,1.0,0.365275,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_105335479,person_group,portrait_group,0.99,1.0,1.0,0.234513,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_105708607,person_group,portrait_group,0.99,1.0,1.0,0.474722,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_106009713,person_group,portrait_group,0.99,1.0,1.0,0.30139,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_106185085,person_group,portrait_group,0.99,1.0,1.0,0.332379,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_107308622,person_group,portrait_group,0.99,1.0,1.0,0.308991,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_108544937,person_group,portrait_group,0.99,1.0,1.0,0.305247,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_110827937,person_group,portrait_group,0.99,1.0,1.0,0.259018,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_111318016,person_group,portrait_group,0.99,1.0,1.0,0.519292,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_112762009,person_group,portrait_group,0.96,1.0,1.0,0.366342,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_114088350,person_group,portrait_group,0.99,1.0,1.0,0.370471,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_11491561,person_group,portrait_group,0.99,1.0,1.0,0.281263,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_117080395,person_group,portrait_group,0.99,1.0,1.0,0.123786,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_117122433,person_group,portrait_group,0.99,1.0,1.0,0.569213,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_118394597,person_group,portrait_group,0.99,1.0,1.0,0.466073,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_118672539,person_group,portrait_group,0.99,1.0,1.0,0.30431,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_118747966,person_group,portrait_group,0.99,1.0,1.0,0.224987,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_118879787,person_group,portrait_group,0.99,1.0,1.0,0.372186,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_119169207,person_group,portrait_group,0.99,1.0,1.0,0.279049,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
