image_id,target_ar,selected_k,rank,candidate_id,source,source_group,score_final
sstk_image_1862107621,1:1,5,2,1x1_g12x12_s3_i0049,grid,grid,1.073131
sstk_image_1862107621,1:1,5,3,1x1_g12x12_s2_i0057,grid,grid,1.058239
sstk_image_1862107621,1:1,5,4,1x1_g12x12_s1_i0074,grid,grid,1.047895
sstk_image_1862107621,1:1,5,5,1x1_g12x12_s2_i0064,grid,grid,1.04615
sstk_image_1862107621,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.05443
sstk_image_1862107621,9:16,5,2,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,1.057655
sstk_image_1862107621,9:16,5,3,9x16_g12x12_s1_i0041,grid,grid,1.031642
sstk_image_1862107621,9:16,5,4,9x16_g12x12_s0_i0062,grid,grid,0.998733
sstk_image_1862107621,9:16,5,5,9x16_g12x12_s0_i0059,grid,grid,0.99625
sstk_image_1862107621,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.112981
sstk_image_1862107621,16:9,5,2,16x9_g12x12_s4_i0057,grid,grid,1.089847
sstk_image_1862107621,16:9,5,3,16x9_g12x12_s2_i0075,grid,grid,1.073846
sstk_image_1862107621,16:9,5,4,16x9_g12x12_sjit0_i0040,jitter,jitter,1.062309
sstk_image_1862107621,16:9,5,5,16x9_g12x12_s1_i0095,grid,grid,1.040808
sstk_image_1862107621,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.080287
sstk_image_1862107621,3:4,5,2,3x4_g12x12_s2_i0039,grid,grid,1.068208
sstk_image_1862107621,3:4,5,3,3x4_g12x12_s2_i0037,grid,grid,1.057311
sstk_image_1862107621,3:4,5,4,3x4_g12x12_s2_i0038,grid,grid,1.050849
sstk_image_1862107621,3:4,5,5,3x4_g12x12_s1_i0043,grid,grid,1.042698
sstk_image_1862107621,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.104585
sstk_image_1862107621,4:3,5,2,4x3_g12x12_steach_cgs_jit0_5_i0028,teacher:jitter,teacher_seed,1.1037
sstk_image_1862107621,4:3,5,3,4x3_g12x12_s2_i0069,grid,grid,1.077777
sstk_image_1862107621,4:3,5,4,4x3_g12x12_s2_i0075,grid,grid,1.057867
sstk_image_1862107621,4:3,5,5,4x3_g12x12_s3_i0060,grid,grid,1.057076
sstk_image_2245805149,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.034796
sstk_image_2245805149,1:1,5,2,1x1_g12x12_s3_i0041,grid,grid,1.02196
sstk_image_2245805149,1:1,5,3,1x1_g12x12_s3_i0043,grid,grid,1.0141
sstk_image_2245805149,1:1,5,4,1x1_g12x12_sjit0_i0029,jitter,jitter,1.008301
sstk_image_2245805149,1:1,5,5,1x1_g12x12_steach_cacnet_jit0_10_i0004,teacher:jitter,teacher_seed,1.060808
sstk_image_2245805149,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.33276
sstk_image_2245805149,9:16,5,2,9x16_g12x12_sobj0_i0021,object_template,other,-3.198152
sstk_image_2245805149,9:16,5,3,9x16_g12x12_s0_i0038,grid,grid,-3.489899
sstk_image_2245805149,9:16,5,4,9x16_g12x12_s1_i0024,grid,grid,-5.392104
sstk_image_2245805149,9:16,5,5,9x16_g12x12_s1_i0023,grid,grid,-5.589953
sstk_image_2245805149,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.045435
sstk_image_2245805149,16:9,5,2,16x9_g12x12_steach_cacnet_jit0_5_i0032,teacher:jitter,teacher_seed,1.059967
sstk_image_2245805149,16:9,5,3,16x9_g12x12_steach_cacnet_jit0_13_i0014,teacher:jitter,teacher_seed,1.060958
sstk_image_2245805149,16:9,5,4,16x9_g12x12_steach_cacnet_jit0_3_i0030,teacher:jitter,teacher_seed,1.053417
sstk_image_2245805149,16:9,5,5,16x9_g12x12_steach_cacnet_jit0_8_i0035,teacher:jitter,teacher_seed,1.052976
sstk_image_2245805149,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,0.996207
sstk_image_2245805149,3:4,5,2,3x4_g12x12_s1_i0033,grid,grid,0.966866
sstk_image_2245805149,3:4,5,3,3x4_g12x12_s2_i0027,grid,grid,-2.30514
sstk_image_2245805149,3:4,5,4,3x4_g12x12_s2_i0025,grid,grid,-2.450751
sstk_image_2245805149,3:4,5,5,3x4_g12x12_s2_i0028,grid,grid,-5.342026
sstk_image_2245805149,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.06409
sstk_image_2245805149,4:3,5,2,4x3_g12x12_sjit2_i0043,jitter,jitter,1.052123
sstk_image_2245805149,4:3,5,3,4x3_g12x12_s4_i0073,grid,grid,1.010441
sstk_image_2245805149,4:3,5,4,4x3_g12x12_steach_cacnet_jit0_12_i0026,teacher:jitter,teacher_seed,1.053368
sstk_image_2245805149,4:3,5,5,4x3_g12x12_steach_cacnet_jit0_11_i0028,teacher:jitter,teacher_seed,1.048831
sstk_image_621317567,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.893816
sstk_image_621317567,1:1,5,2,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.901951
sstk_image_621317567,1:1,5,3,1x1_g12x12_s3_i0057,grid,grid,-2.236987
sstk_image_621317567,1:1,5,4,1x1_g12x12_sobj0_i0030,object_template,other,-2.357519
sstk_image_621317567,1:1,5,5,1x1_g12x12_s4_i0054,grid,grid,-2.703365
sstk_image_621317567,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.987606
sstk_image_621317567,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.903565
sstk_image_621317567,9:16,5,3,9x16_g12x12_s1_i0027,grid,grid,-5.283054
sstk_image_621317567,9:16,5,4,9x16_g12x12_s1_i0028,grid,grid,-7.238918
sstk_image_621317567,9:16,5,5,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-9.083408
sstk_image_621317567,16:9,5,1,16x9_g12x12_smy1_i0002,baseline_maxarea_slide,baseline,-1.831606
sstk_image_621317567,16:9,5,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.495429
sstk_image_621317567,16:9,5,3,16x9_g12x12_sobj1_i0020,object_template,other,-3.54043
sstk_image_621317567,16:9,5,4,16x9_g12x12_s3_i0062,grid,grid,-7.042949
sstk_image_621317567,16:9,5,5,16x9_g12x12_steach_cacnet_jit0_11_i0008,teacher:jitter,teacher_seed,-2.551438
sstk_image_621317567,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.933767
sstk_image_621317567,3:4,5,2,3x4_g12x12_s2_i0028,grid,grid,-2.226658
sstk_image_621317567,3:4,5,3,3x4_g12x12_s2_i0029,grid,grid,-3.743131
sstk_image_621317567,3:4,5,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-3.841839
sstk_image_621317567,3:4,5,5,3x4_g12x12_s2_i0030,grid,grid,-6.786509
sstk_image_621317567,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.870638
sstk_image_621317567,4:3,5,2,4x3_g12x12_steach_cgs_jit0_2_i0031,teacher:jitter,teacher_seed,-2.085326
sstk_image_621317567,4:3,5,3,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.856752
sstk_image_621317567,4:3,5,4,4x3_g12x12_steach_gaic_jit0_23_i0006,teacher:jitter,teacher_seed,-0.869136
sstk_image_621317567,4:3,5,5,4x3_g12x12_steach_gaic_jit0_11_i0008,teacher:jitter,teacher_seed,-0.87444
pond5_image_115395438,1:1,5,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-3.23337
pond5_image_115395438,1:1,5,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-7.260411
pond5_image_115395438,1:1,5,3,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-5.789333
pond5_image_115395438,1:1,5,4,1x1_g12x12_steach_gaic_jit0_0_i0027,teacher:jitter,teacher_seed,-6.67666
pond5_image_115395438,1:1,5,5,1x1_g12x12_s3_i0043,grid,grid,-9.973617
pond5_image_115395438,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-11.702722
pond5_image_115395438,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-18.792964
pond5_image_115395438,9:16,5,3,9x16_g12x12_s0_i0042,grid,grid,-16.007999
pond5_image_115395438,9:16,5,4,9x16_g12x12_steach_gaic_jit0_10_i0007,teacher:jitter,teacher_seed,-16.095635
pond5_image_115395438,9:16,5,5,9x16_g12x12_s0_i0043,grid,grid,-17.102595
pond5_image_115395438,16:9,5,1,16x9_g12x12_steach_cgs_jit0_22_i0007,teacher:jitter,teacher_seed,-0.969828
pond5_image_115395438,16:9,5,2,16x9_g12x12_steach_cgs_proj0_i0001,teacher:cgs,teacher_seed,-1.63203
pond5_image_115395438,16:9,5,3,16x9_g12x12_s4_i0079,grid,grid,-4.761829
pond5_image_115395438,16:9,5,4,16x9_g12x12_steach_cgs_jit0_11_i0009,teacher:jitter,teacher_seed,-1.103268
pond5_image_115395438,16:9,5,5,16x9_g12x12_steach_cgs_jit0_18_i0004,teacher:jitter,teacher_seed,-1.107359
pond5_image_115395438,3:4,5,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-6.901567
pond5_image_115395438,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-12.209451
pond5_image_115395438,3:4,5,3,3x4_g12x12_s1_i0041,grid,grid,-10.524877
pond5_image_115395438,3:4,5,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-12.656242
pond5_image_115395438,3:4,5,5,3x4_g12x12_s0_i0052,grid,grid,-12.917344
pond5_image_115395438,4:3,5,1,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.87651
pond5_image_115395438,4:3,5,2,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-3.52838
pond5_image_115395438,4:3,5,3,4x3_g12x12_s4_i0069,grid,grid,-6.425008
pond5_image_115395438,4:3,5,4,4x3_g12x12_sjit2_i0033,jitter,jitter,-1.07973
pond5_image_115395438,4:3,5,5,4x3_g12x12_sjit2_i0034,jitter,jitter,-1.717248
sstk_image_1237001830,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.295837
sstk_image_1237001830,1:1,5,2,1x1_g12x12_s2_i0042,grid,grid,-8.11108
sstk_image_1237001830,1:1,5,3,1x1_g12x12_s3_i0034,grid,grid,-8.866548
sstk_image_1237001830,1:1,5,4,1x1_g12x12_s3_i0032,grid,grid,-8.868388
sstk_image_1237001830,1:1,5,5,1x1_g12x12_s4_i0030,grid,grid,-9.637313
sstk_image_1237001830,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.293166
sstk_image_1237001830,9:16,5,2,9x16_g12x12_s1_i0022,grid,grid,-19.865673
sstk_image_1237001830,9:16,5,3,9x16_g12x12_s1_i0023,grid,grid,-19.877209
sstk_image_1237001830,9:16,5,4,9x16_g12x12_s0_i0037,grid,grid,-20.362606
sstk_image_1237001830,9:16,5,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-22.300059
sstk_image_1237001830,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.364799
sstk_image_1237001830,16:9,5,2,16x9_g12x12_s4_i0043,grid,grid,-5.829621
sstk_image_1237001830,16:9,5,3,16x9_g12x12_s2_i0055,grid,grid,-10.874442
sstk_image_1237001830,16:9,5,4,16x9_g12x12_s2_i0063,grid,grid,-10.888785
sstk_image_1237001830,16:9,5,5,16x9_g12x12_sphi0_10_i0034,phi_thirds,phi,-11.827137
sstk_image_1237001830,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.581681
sstk_image_1237001830,3:4,5,2,3x4_g12x12_s2_i0023,grid,grid,-13.391041
sstk_image_1237001830,3:4,5,3,3x4_g12x12_s2_i0024,grid,grid,-13.392878
sstk_image_1237001830,3:4,5,4,3x4_g12x12_s2_i0022,grid,grid,-16.329165
sstk_image_1237001830,3:4,5,5,3x4_g12x12_s2_i0025,grid,grid,-16.351453
sstk_image_1237001830,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.014701
sstk_image_1237001830,4:3,5,2,4x3_g12x12_s3_i0037,grid,grid,-6.756582
sstk_image_1237001830,4:3,5,3,4x3_g12x12_s3_i0043,grid,grid,-6.766826
sstk_image_1237001830,4:3,5,4,4x3_g12x12_sphi0_10_i0025,phi_thirds,phi,-11.455331
sstk_image_1237001830,4:3,5,5,4x3_g12x12_sphi0_14_i0029,phi_thirds,phi,-11.491965
sstk_image_1271000569,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.149009
sstk_image_1271000569,1:1,5,2,1x1_g12x12_s2_i0056,grid,grid,-8.034255
sstk_image_1271000569,1:1,5,3,1x1_g12x12_s2_i0053,grid,grid,-10.565791
sstk_image_1271000569,1:1,5,4,1x1_g12x12_s2_i0059,grid,grid,-10.570101
sstk_image_1271000569,1:1,5,5,1x1_g12x12_s2_i0062,grid,grid,-13.092088
sstk_image_1271000569,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.039635
sstk_image_1271000569,9:16,5,2,9x16_g12x12_steach_cgs_jit0_9_i0017,teacher:jitter,teacher_seed,-18.179866
sstk_image_1271000569,9:16,5,3,9x16_g12x12_s0_i0057,grid,grid,-20.187571
sstk_image_1271000569,9:16,5,4,9x16_g12x12_s0_i0060,grid,grid,-24.717993
sstk_image_1271000569,9:16,5,5,9x16_g12x12_s0_i0054,grid,grid,-24.755392
sstk_image_1271000569,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.435401
sstk_image_1271000569,16:9,5,2,16x9_g12x12_s4_i0085,grid,grid,-5.840076
sstk_image_1271000569,16:9,5,3,16x9_g12x12_s2_i0097,grid,grid,-10.912523
sstk_image_1271000569,16:9,5,4,16x9_g12x12_s2_i0105,grid,grid,-10.923607
sstk_image_1271000569,16:9,5,5,16x9_g12x12_sphi0_3_i0070,phi_thirds,phi,-11.872199
sstk_image_1271000569,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.406415
sstk_image_1271000569,3:4,5,2,3x4_g12x12_steach_cgs_jit0_1_i0022,teacher:jitter,teacher_seed,-12.945469
sstk_image_1271000569,3:4,5,3,3x4_g12x12_s2_i0040,grid,grid,-13.272343
sstk_image_1271000569,3:4,5,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-13.562309
sstk_image_1271000569,3:4,5,5,3x4_g12x12_s0_i0061,grid,grid,-16.511889
sstk_image_1271000569,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.893041
sstk_image_1271000569,4:3,5,2,4x3_g12x12_s3_i0065,grid,grid,-5.629759
sstk_image_1271000569,4:3,5,3,4x3_g12x12_sphi0_15_i0053,phi_thirds,phi,-11.349132
sstk_image_1271000569,4:3,5,4,4x3_g12x12_sphi0_11_i0049,phi_thirds,phi,-11.37168
sstk_image_1271000569,4:3,5,5,4x3_g12x12_s1_i0098,grid,grid,-11.816107
sstk_image_1227512164,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.148283
sstk_image_1227512164,1:1,5,2,1x1_g12x12_s2_i0042,grid,grid,-8.091698
sstk_image_1227512164,1:1,5,3,1x1_g12x12_s2_i0039,grid,grid,-10.627416
sstk_image_1227512164,1:1,5,4,1x1_g12x12_s2_i0045,grid,grid,-10.63375
sstk_image_1227512164,1:1,5,5,1x1_g12x12_s2_i0036,grid,grid,-13.148925
sstk_image_1227512164,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.073007
sstk_image_1227512164,9:16,5,2,9x16_g12x12_s1_i0023,grid,grid,-19.734111
sstk_image_1227512164,9:16,5,3,9x16_g12x12_s1_i0022,grid,grid,-19.749804
sstk_image_1227512164,9:16,5,4,9x16_g12x12_s0_i0038,grid,grid,-20.21988
sstk_image_1227512164,9:16,5,5,9x16_g12x12_smx2_i0003,baseline_maxarea_slide,baseline,-22.029888
sstk_image_1227512164,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.475778
sstk_image_1227512164,16:9,5,2,16x9_g12x12_steach_cgs_jit0_10_i0020,teacher:jitter,teacher_seed,-5.349717
sstk_image_1227512164,16:9,5,3,16x9_g12x12_sphi0_2_i0045,phi_thirds,phi,-12.003759
sstk_image_1227512164,16:9,5,4,16x9_g12x12_sphi0_14_i0055,phi_thirds,phi,-12.016279
sstk_image_1227512164,16:9,5,5,16x9_g12x12_s0_i0121,grid,grid,-14.275334
sstk_image_1227512164,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.435848
sstk_image_1227512164,3:4,5,2,3x4_g12x12_s2_i0023,grid,grid,-13.314406
sstk_image_1227512164,3:4,5,3,3x4_g12x12_s2_i0025,grid,grid,-13.327599
sstk_image_1227512164,3:4,5,4,3x4_g12x12_s2_i0026,grid,grid,-16.251743
sstk_image_1227512164,3:4,5,5,3x4_g12x12_s2_i0022,grid,grid,-16.25356
sstk_image_1227512164,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.893746
sstk_image_1227512164,4:3,5,2,4x3_g12x12_s3_i0037,grid,grid,-6.709518
sstk_image_1227512164,4:3,5,3,4x3_g12x12_s3_i0043,grid,grid,-6.735648
sstk_image_1227512164,4:3,5,4,4x3_g12x12_sphi0_14_i0029,phi_thirds,phi,-11.465653
sstk_image_1227512164,4:3,5,5,4x3_g12x12_sphi0_10_i0025,phi_thirds,phi,-11.491678
sstk_image_350501519,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.128991
sstk_image_350501519,1:1,5,2,1x1_g12x12_steach_cacnet_proj0_i0004,teacher:cacnet,teacher_seed,-9.153843
sstk_image_350501519,1:1,5,3,1x1_g12x12_s2_i0081,grid,grid,-13.202595
sstk_image_350501519,1:1,5,4,1x1_g12x12_s2_i0090,grid,grid,-13.217245
sstk_image_350501519,1:1,5,5,1x1_g12x12_s1_i0095,grid,grid,-18.881254
sstk_image_350501519,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.492683
sstk_image_350501519,9:16,5,2,9x16_g12x12_s3_i0040,grid,grid,-5.543126
sstk_image_350501519,9:16,5,3,9x16_g12x12_s2_i0049,grid,grid,-8.6419
sstk_image_350501519,9:16,5,4,9x16_g12x12_s2_i0055,grid,grid,-8.664488
sstk_image_350501519,9:16,5,5,9x16_g12x12_s1_i0071,grid,grid,-11.848415
sstk_image_350501519,16:9,5,1,16x9_g12x12_s0_i0073,grid,grid,-1.468219
sstk_image_350501519,16:9,5,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.028208
sstk_image_350501519,16:9,5,3,16x9_g12x12_s1_i0060,grid,grid,-19.748601
sstk_image_350501519,16:9,5,4,16x9_g12x12_steach_cacnet_jit0_13_i0008,teacher:jitter,teacher_seed,-21.537143
sstk_image_350501519,16:9,5,5,16x9_g12x12_s1_i0058,grid,grid,-27.496784
sstk_image_350501519,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.905093
sstk_image_350501519,3:4,5,2,3x4_g12x12_steach_cacnet_jit0_6_i0031,teacher:jitter,teacher_seed,-5.553396
sstk_image_350501519,3:4,5,3,3x4_g12x12_s2_i0073,grid,grid,-10.457184
sstk_image_350501519,3:4,5,4,3x4_g12x12_s2_i0082,grid,grid,-10.472945
sstk_image_350501519,3:4,5,5,3x4_g12x12_sphi0_6_i0048,phi_thirds,phi,-11.823477
sstk_image_350501519,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.430208
sstk_image_350501519,4:3,5,2,4x3_g12x12_s2_i0057,grid,grid,-13.341171
sstk_image_350501519,4:3,5,3,4x3_g12x12_steach_cacnet_proj0_i0005,teacher:cacnet,teacher_seed,-14.71432
sstk_image_350501519,4:3,5,4,4x3_g12x12_s2_i0055,grid,grid,-19.32688
sstk_image_350501519,4:3,5,5,4x3_g12x12_s1_i0061,grid,grid,-19.520901
bigstock_image_327086644,1:1,5,1,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,0.994242
bigstock_image_327086644,1:1,5,2,1x1_g12x12_smx2_i0003,baseline_maxarea_slide,baseline,0.989412
bigstock_image_327086644,1:1,5,3,1x1_g12x12_s1_i0046,grid,grid,0.948926
bigstock_image_327086644,1:1,5,4,1x1_g12x12_s1_i0045,grid,grid,0.912616
bigstock_image_327086644,1:1,5,5,1x1_g12x12_s0_i0052,grid,grid,0.900888
bigstock_image_327086644,9:16,4,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,0.89852
bigstock_image_327086644,9:16,4,2,9x16_g12x12_s0_i0040,grid,grid,0.867955
bigstock_image_327086644,9:16,4,3,9x16_g12x12_s0_i0039,grid,grid,0.865203
bigstock_image_327086644,9:16,4,4,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.712889
bigstock_image_327086644,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.021374
bigstock_image_327086644,16:9,5,2,16x9_g12x12_steach_gaic_jit0_10_i0032,teacher:jitter,teacher_seed,1.018274
bigstock_image_327086644,16:9,5,3,16x9_g12x12_s2_i0090,grid,grid,0.960418
bigstock_image_327086644,16:9,5,4,16x9_g12x12_s1_i0105,grid,grid,0.93048
